month,T2M,T2M_MIN,T2M_MAX,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,T2MDEW,CLOUD_FRACTION,RAINY_DAY_COUNT,RAINY_DAY_FRACTION,MILD_SCORE,STARGAZING_SCORE
2000-01-01,21.018064516129034,13.54,29.84,75.32064516129033,11.83,1.365483870967742,17.909032258064517,21.676129032258064,15.694516129032259,0.17379010655396143,5,0.1613,86.23,20.39
2000-02-01,23.135172413793104,14.18,32.76,75.47724137931036,106.48,1.040344827586207,19.56206896551724,23.294827586206896,17.788275862068964,0.16023980460365628,13,0.4483,53.28,20.59
2000-03-01,25.38064516129032,15.87,34.9,59.35193548387097,16.12,1.1251612903225807,24.57935483870968,25.43967741935484,15.606129032258066,0.03381814031928787,3,0.0968,0.0,39.27
2000-04-01,27.105666666666664,19.21,38.33,62.60766666666667,37.6,1.1729999999999998,23.238999999999997,25.817333333333334,18.087333333333333,0.09986830553116777,7,0.2333,0.0,33.66
2000-05-01,26.32225806451613,19.35,35.86,66.23548387096774,75.62,1.7583870967741935,22.75741935483871,25.75483870967742,18.573870967741936,0.11638276553106208,11,0.3548,0.0,29.83
2000-06-01,23.669333333333334,18.84,30.69,75.09233333333333,124.17,3.2663333333333333,18.687333333333335,25.228666666666665,18.631333333333334,0.2592817694157439,19,0.6333,38.02,18.45
2000-07-01,23.931612903225805,17.71,32.28,70.15032258064515,79.42999999999999,3.2225806451612904,19.924193548387095,24.934193548387096,17.64548387096774,0.20092889670875602,13,0.4194,30.53,23.85
2000-08-01,22.989677419354837,17.92,31.5,79.05774193548388,201.68,2.813548387096774,18.556774193548385,25.346451612903227,18.87,0.26787486954972395,24,0.7742,57.44,15.33
2000-09-01,23.255,18.57,30.6,82.67,116.83,1.417,19.942666666666664,25.28166666666667,19.813333333333333,0.21118069747511392,16,0.5333,49.86,13.67
2000-10-01,22.656774193548387,15.53,29.56,82.05419354838709,132.16,1.0996774193548386,18.552258064516128,23.65838709677419,19.093225806451613,0.21582743622257672,20,0.6452,66.95,14.07
2000-11-01,21.516333333333332,14.21,28.81,82.67566666666667,123.5,1.38,14.931999999999999,21.616333333333333,18.112666666666666,0.30922604820429,12,0.4,99.53,11.97
2000-12-01,20.08709677419355,12.43,28.41,79.63870967741936,51.06,1.3916129032258064,17.86193548387097,21.331612903225807,15.96967741935484,0.1626542463101862,4,0.129,59.63,17.05
2001-01-01,21.37258064516129,14.23,30.01,75.04612903225807,16.0,1.3183870967741935,17.290967741935482,21.434193548387096,16.026774193548388,0.19329982241218435,4,0.129,96.36,20.13
2001-02-01,23.80892857142857,15.43,35.39,61.020714285714284,20.91,1.2067857142857144,21.970357142857143,23.481785714285714,14.062857142857142,0.0643659979619462,6,0.2143,34.03,36.47
2001-03-01,27.386129032258065,16.68,38.87,48.39,1.3,1.1390322580645162,23.24290322580645,24.801612903225806,13.97483870967742,0.06284710931911297,0,0.0,0.0,48.37
2001-04-01,25.743333333333332,19.95,37.03,70.76833333333335,183.06,1.0813333333333333,20.992,25.691333333333333,19.104666666666667,0.18291512053351322,18,0.6,0.0,23.88
2001-05-01,25.409032258064514,19.34,34.53,74.24870967741936,115.71,1.6087096774193548,22.877741935483872,25.781290322580645,19.898387096774194,0.11262230674908036,17,0.5484,0.0,22.85
2001-06-01,23.082666666666668,18.57,29.22,82.548,215.75,2.8136666666666668,17.720333333333333,25.154999999999998,19.746666666666666,0.29555423043795137,26,0.8667,54.78,12.29
2001-07-01,22.794838709677418,18.1,30.25,80.74612903225807,201.47,2.8890322580645162,19.33451612903226,25.144193548387097,19.076451612903227,0.23105443442339024,15,0.4839,63.0,14.81
2001-08-01,23.174516129032256,18.8,30.25,80.9683870967742,73.73,2.636451612903226,19.838387096774195,25.820967741935487,19.448064516129033,0.2316946717471423,16,0.5161,52.16,14.62
2001-09-01,23.307333333333336,18.27,31.64,81.97133333333333,215.19,1.471,20.50133333333333,25.025333333333332,19.677666666666667,0.18077681282966596,21,0.7,48.36,14.77
2001-10-01,22.64548387096774,18.15,28.88,86.71870967741935,205.91,1.2261290322580645,17.09225806451613,23.198709677419355,20.13032258064516,0.2632237610545636,22,0.7097,67.27,9.79
2001-11-01,21.72533333333333,16.1,27.48,88.242,149.65,1.0073333333333332,16.654,21.231,19.550666666666665,0.21558099006170228,16,0.5333,93.56,9.22
2001-12-01,19.945806451612906,12.73,25.95,86.73354838709676,24.23,1.3461290322580646,15.91483870967742,20.978387096774195,17.50516129032258,0.24136976611873973,6,0.1935,55.59,10.06
2002-01-01,21.47483870967742,12.55,30.85,76.35935483870968,6.54,1.194193548387097,17.890967741935484,21.608709677419355,16.498709677419352,0.17204830788063363,3,0.0968,99.28,19.57
2002-02-01,22.500357142857144,14.19,32.25,71.71285714285715,41.97,1.465,20.15392857142857,23.983214285714286,15.947857142857144,0.15966524205917842,4,0.1429,71.42,23.77
2002-03-01,25.68903225806452,16.36,37.1,56.24645161290323,13.3,1.2351612903225806,23.648387096774194,25.220967741935485,14.571612903225807,0.06235211357677306,3,0.0968,0.0,41.03
2002-04-01,27.807000000000002,19.96,38.22,57.937666666666665,38.63,1.224,23.246333333333332,25.919333333333334,17.18933333333333,0.10312765246019706,9,0.3,0.0,37.72
2002-05-01,25.874193548387098,20.79,37.8,73.45290322580645,158.88,1.7941935483870968,21.594193548387096,26.013548387096773,20.009999999999998,0.16988665955705462,20,0.6452,0.0,22.04
