month,T2M,T2M_MIN,T2M_MAX,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,T2MDEW,CLOUD_FRACTION,RAINY_DAY_COUNT,RAINY_DAY_FRACTION,MILD_SCORE,STARGAZING_SCORE
2000-01-01,24.993870967741934,22.11,28.02,79.21741935483871,9.8,4.038709677419355,17.878709677419355,21.588064516129034,21.056451612903224,0.17182433543027065,2,0.0645,0.18,17.21
2000-02-01,26.545172413793104,22.59,31.04,77.2948275862069,102.53,3.700344827586207,19.979999999999997,23.544827586206896,22.08103448275862,0.15140597539543066,9,0.3103,0.0,19.27
2000-03-01,27.39032258064516,22.44,31.91,75.41129032258064,2.6300000000000003,3.0548387096774197,24.203548387096774,25.506774193548388,22.396129032258063,0.05109332119234622,0,0.0,0.0,23.33
2000-04-01,29.833000000000002,26.04,36.94,74.03500000000001,27.7,3.7336666666666667,24.123333333333335,25.887,24.380999999999997,0.06812943433641072,3,0.1,0.0,24.2
2000-05-01,30.824193548387097,27.22,37.49,68.22645161290322,25.0,4.005806451612903,22.8141935483871,24.77,23.92064516129032,0.07895867790120714,7,0.2258,0.0,29.26
2000-06-01,29.770333333333333,25.36,34.75,68.114,55.98,4.599,18.51966666666667,24.372666666666664,22.97533333333333,0.240146065264367,12,0.4,0.0,24.23
2000-07-01,29.609032258064516,25.21,34.93,68.2183870967742,95.37,4.130967741935484,19.96225806451613,24.328387096774193,22.839354838709678,0.17946644037232484,18,0.5806,0.0,26.08
2000-08-01,28.63967741935484,25.23,33.15,73.83,69.5,4.53,19.0641935483871,24.88741935483871,23.330000000000002,0.23398270923254383,19,0.6129,0.0,20.05
2000-09-01,28.562333333333335,25.86,33.5,77.57300000000001,107.74,3.2453333333333334,20.051,24.778000000000002,24.085666666666665,0.19077407377512323,26,0.8667,0.0,18.15
2000-10-01,27.36935483870968,23.02,30.97,78.11677419354838,219.96,2.7241935483870967,17.551935483870967,22.956129032258065,23.067741935483873,0.23541397335731562,20,0.6452,0.0,16.73
2000-11-01,26.638666666666666,22.99,29.47,79.256,166.63,4.474666666666667,15.365666666666668,21.220000000000002,22.692999999999998,0.2758875274897895,19,0.6333,0.0,15.02
2000-12-01,25.186451612903223,21.3,28.79,78.27032258064517,79.17999999999999,4.7383870967741935,15.935161290322581,20.130967741935486,21.062580645161294,0.20842547190975236,12,0.3871,0.0,17.2
2001-01-01,24.989032258064515,21.07,28.4,78.12225806451613,3.64,4.1006451612903225,17.03451612903226,21.066129032258065,20.79516129032258,0.1913789143250899,0,0.0,0.31,17.69
2001-02-01,26.28,21.99,32.14,73.7332142857143,1.2,2.944642857142857,21.929642857142856,23.385714285714283,20.84642857142857,0.06226328649969448,0,0.0,0.0,24.63
2001-03-01,28.806774193548385,24.53,34.75,69.07451612903226,0.79,3.4987096774193547,22.90258064516129,24.100322580645162,22.161935483870966,0.049698170282823195,0,0.0,0.0,29.39
2001-04-01,29.36866666666667,26.37,33.67,73.64566666666666,69.88,3.3906666666666667,22.008666666666667,25.762666666666668,23.95133333333333,0.14571472932408658,11,0.3667,0.0,22.51
2001-05-01,31.32741935483871,27.71,36.38,67.12387096774194,31.12,4.410322580645161,24.006129032258066,25.612903225806452,24.111612903225808,0.06273299748110828,6,0.1935,0.0,30.81
2001-06-01,30.405666666666665,25.24,35.71,65.822,52.39,4.737666666666667,19.409,24.86466666666667,22.972666666666665,0.2194144301150227,10,0.3333,0.0,26.68
2001-07-01,29.688709677419357,25.81,35.17,69.04741935483871,103.71000000000001,4.239677419354839,20.156774193548387,24.6858064516129,23.11741935483871,0.1834670569479654,15,0.4839,0.0,25.27
2001-08-01,29.53290322580645,25.53,34.33,72.1241935483871,61.07,3.985483870967742,20.904516129032256,25.17806451612903,23.750967741935483,0.1697329985138113,14,0.4516,0.0,23.14
2001-09-01,28.718,25.95,33.14,77.1,131.81,3.344333333333333,20.06833333333333,24.018666666666668,24.149333333333335,0.16446930165426898,22,0.7333,0.0,19.13
2001-10-01,27.561290322580643,25.37,31.74,82.19419354838709,246.3,3.150645161290323,16.21677419354839,22.664516129032258,24.159032258064514,0.2844861941360659,26,0.8387,0.0,12.74
2001-11-01,26.690333333333335,23.6,30.43,81.88566666666667,173.83,3.891,15.155666666666667,20.947333333333336,23.295,0.2764870627924001,23,0.7667,0.0,13.11
2001-12-01,25.32903225806452,22.08,28.23,78.43387096774192,145.39000000000001,4.752580645161291,14.89225806451613,20.196129032258067,21.220645161290324,0.2626181957577307,11,0.3548,0.0,15.9
2002-01-01,25.09161290322581,20.91,28.66,80.11225806451613,59.51,3.7174193548387096,16.883548387096774,21.118387096774192,21.363548387096774,0.2005285105472986,10,0.3226,0.0,15.9
2002-02-01,25.69464285714286,22.65,30.09,78.94035714285714,53.98,3.688928571428572,20.01607142857143,23.430714285714284,21.649285714285714,0.14573362192482386,3,0.1071,0.0,17.99
2002-03-01,27.863870967741935,23.43,33.05,74.03451612903227,1.6,3.1058064516129034,23.59741935483871,25.181612903225805,22.483548387096775,0.06291072595211555,0,0.0,0.0,24.33
2002-04-01,30.271333333333335,27.01,34.32,70.62533333333334,6.63,3.6213333333333333,24.42,26.233666666666668,24.024,0.06913508087571951,0,0.0,0.0,27.34
2002-05-01,30.864516129032257,27.13,36.63,69.83548387096775,36.66,4.522903225806452,22.271935483870966,25.432258064516127,24.426451612903225,0.12426433282597671,14,0.4516,0.0,26.42
